1450;20000;1996;" 71,60"
1560;20000;1996;" 78,29"
1670;20000;1996;" 85,36"
1780;20000;1996;" 92,24"
1890;20000;1996;" 99,46"
2020;20000;1996;"100,00"
;;;
50;40000;2542;"  3,63"
160;40000;2542;"  9,71"
270;40000;2542;" 12,14"
380;40000;2542;" 14,90"
490;40000;2542;" 18,00"
600;40000;2542;" 21,32"
710;40000;2542;" 25,15"
820;40000;2542;" 29,17"
930;40000;2542;" 33,56"
1040;40000;2542;" 38,07"
1150;40000;2542;" 42,84"
1260;40000;2542;" 47,73"
1370;40000;2542;" 52,99"
1480;40000;2542;" 58,28"
1590;40000;2542;" 63,92"
1700;40000;2542;" 69,49"
1810;40000;2542;" 75,41"
1920;40000;2542;" 80,67"
2030;40000;2542;" 86,85"
2140;40000;2542;" 92,85"
2250;40000;2542;" 98,72"
2560;40000;2542;"100,00"
;;;
0;60000;3087;"  0,00"
110;60000;3087;"  8,17"
250;60000;3087;" 14,54"
360;60000;3087;" 16,72"
470;60000;3087;" 19,07"
580;60000;3087;" 21,79"
690;60000;3087;" 24,62"
800;60000;3087;" 27,75"
910;60000;3087;" 30,90"
1020;60000;3087;" 34,44"
1130;60000;3087;" 38,05"
1240;60000;3087;" 41,97"
1350;60000;3087;" 45,92"
1460;60000;3087;" 50,21"
1570;60000;3087;" 54,52"
1680;60000;3087;" 59,20"
1790;60000;3087;" 63,85"
1900;60000;3087;" 68,80"
2010;60000;3087;" 73,64"
2120;60000;3087;" 78,88"
2230;60000;3087;" 84,02"
2340;60000;3087;" 89,47"
2450;60000;3087;" 94,70"
3030;60000;3087;"100,00"
;;;
0;200;1456;"  0,01"
110;200;1456;"  7,62"
220;200;1456;" 15,37"
330;200;1456;" 23,51"
440;200;1456;" 31,34"
550;200;1456;" 39,43"
660;200;1456;" 47,28"
770;200;1456;" 55,43"
880;200;1456;" 63,13"
990;200;1456;" 71,08"
1100;200;1456;" 78,88"
1210;200;1456;" 87,22"
1320;200;1456;" 95,31"
;;;
30;20000;1996;"  2,46"
140;20000;1996;"  6,27"
250;20000;1996;"  9,58"
360;20000;1996;" 13,58"
470;20000;1996;" 17,78"
580;20000;1996;" 22,60"
690;20000;1996;" 28,20"
800;20000;1996;" 33,89"
910;20000;1996;" 40,09"
1020;20000;1996;" 46,22"
1130;20000;1996;" 52,72"
1240;20000;1996;" 59,21"
1350;20000;1996;" 66,07"
1460;20000;1996;" 72,71"
1570;20000;1996;" 79,54"
1680;20000;1996;" 86,55"
1790;20000;1996;" 93,70"
2010;20000;1996;"100,00"
;;;
50;40000;2542;"  3,46"
160;40000;2542;"  9,71"
270;40000;2542;" 11,94"
380;40000;2542;" 14,73"
490;40000;2542;" 17,73"
600;40000;2542;" 21,17"
710;40000;2542;" 24,83"
820;40000;2542;" 29,00"
930;40000;2542;" 33,27"
1040;40000;2542;" 37,94"
1150;40000;2542;" 42,69"
1260;40000;2542;" 47,73"
1370;40000;2542;" 52,80"
1480;40000;2542;" 58,22"
1590;40000;2542;" 63,85"
1700;40000;2542;" 69,66"
1810;40000;2542;" 75,38"
1920;40000;2542;" 81,46"
2030;40000;2542;" 87,42"
2140;40000;2542;" 93,73"
2250;40000;2542;" 99,81"
2550;40000;2542;"100,00"
;;;
0;60000;3087;"  0,00"
110;60000;3087;"  8,12"
240;60000;3087;" 14,54"
350;60000;3087;" 16,67"
460;60000;3087;" 19,17"
570;60000;3087;" 21,76"
680;60000;3087;" 24,64"
790;60000;3087;" 27,60"
900;60000;3087;" 30,97"
1010;60000;3087;" 34,36"
1120;60000;3087;" 38,02"
1230;60000;3087;" 41,83"
1340;60000;3087;" 45,92"
1450;60000;3087;" 50,06"
1560;60000;3087;" 54,11"
1670;60000;3087;" 58,62"
1780;60000;3087;" 63,54"
1890;60000;3087;" 68,26"
2000;60000;3087;" 73,33"
2110;60000;3087;" 78,34"
2220;60000;3087;" 83,72"
2330;60000;3087;" 88,98"
2440;60000;3087;" 94,41"
2550;60000;3087;" 99,79"
3030;60000;3087;"100,00"
;;;
0;200;1456;"  0,01"
110;200;1456;"  7,18"
220;200;1456;" 14,91"
330;200;1456;" 22,98"
440;200;1456;" 30,76"
550;200;1456;" 39,21"
660;200;1456;" 47,06"
770;200;1456;" 55,18"
880;200;1456;" 62,89"
990;200;1456;" 70,89"
1100;200;1456;" 78,74"
1210;200;1456;" 86,85"
1320;200;1456;" 94,68"
;;;
30;20000;1996;"  1,49"
140;20000;1996;"  6,17"
250;20000;1996;"  9,36"
360;20000;1996;" 13,48"
470;20000;1996;" 17,89"
580;20000;1996;" 23,03"
690;20000;1996;" 28,36"
800;20000;1996;" 34,20"
910;20000;1996;" 40,12"
1020;20000;1996;" 46,49"
1130;20000;1996;" 52,60"
1240;20000;1996;" 59,04"
1350;20000;1996;" 65,90"
1460;20000;1996;" 72,59"
1570;20000;1996;" 79,59"
1680;20000;1996;" 86,40"
1790;20000;1996;" 93,60"
2010;20000;1996;"100,00"
;;;
60;40000;2542;"  3,53"
170;40000;2542;"  9,81"
280;40000;2542;" 12,16"
390;40000;2542;" 14,97"
500;40000;2542;" 17,95"
610;40000;2542;" 21,12"
720;40000;2542;" 24,81"
830;40000;2542;" 28,90"
940;40000;2542;" 33,34"
1050;40000;2542;" 38,04"
1160;40000;2542;" 42,79"
1270;40000;2542;" 47,85"
1380;40000;2542;" 52,96"
1490;40000;2542;" 58,42"
1600;40000;2542;" 63,80"
1710;40000;2542;" 69,73"
1820;40000;2542;" 75,40"
1930;40000;2542;" 81,53"
2040;40000;2542;" 87,47"
2150;40000;2542;" 93,70"
2260;40000;2542;" 99,85"
2550;40000;2542;"100,00"
;;;
0;60000;3087;"  0,02"
110;60000;3087;"  8,43"
230;60000;3087;" 14,56"
340;60000;3087;" 16,74"
450;60000;3087;" 19,14"
560;60000;3087;" 21,66"
670;60000;3087;" 24,59"
780;60000;3087;" 27,57"
890;60000;3087;" 30,82"
1000;60000;3087;" 34,29"
1110;60000;3087;" 37,97"
1220;60000;3087;" 41,80"
1330;60000;3087;" 45,87"
1440;60000;3087;" 49,97"
1550;60000;3087;" 54,42"
1660;60000;3087;" 58,91"
1770;60000;3087;" 63,66"
1880;60000;3087;" 68,33"
1990;60000;3087;" 73,37"
2100;60000;3087;" 78,39"
2210;60000;3087;" 83,70"
2320;60000;3087;" 88,91"
2430;60000;3087;" 94,41"
2540;60000;3087;" 99,88"
3020;60000;3087;"100,00"
;;;
0;200;1456;"  0,00"
110;200;1456;"  7,66"
220;200;1456;" 15,32"
330;200;1456;" 23,41"
440;200;1456;" 31,17"
550;200;1456;" 39,21"
660;200;1456;" 46,68"
770;200;1456;" 54,74"
880;200;1456;" 62,31"
990;200;1456;" 70,40"
1100;200;1456;" 78,23"
1210;200;1456;" 86,32"
1320;200;1456;" 94,10"
;;;
30;20000;1996;"  1,34"
140;20000;1996;"  5,95"
250;20000;1996;"  9,19"
360;20000;1996;" 13,00"
470;20000;1996;" 17,65"
580;20000;1996;" 22,81"
690;20000;1996;" 28,43"
800;20000;1996;" 34,18"
910;20000;1996;" 40,31"
1020;20000;1996;" 46,44"
1130;20000;1996;" 52,62"
1240;20000;1996;" 59,26"
1350;20000;1996;" 65,87"
1460;20000;1996;" 72,75"
1570;20000;1996;" 79,52"
1680;20000;1996;" 86,62"
1790;20000;1996;" 93,55"
2010;20000;1996;"100,00"
;;;
50;40000;2542;"  3,41"
160;40000;2542;"  9,71"
270;40000;2542;" 11,99"
380;40000;2542;" 14,70"
490;40000;2542;" 17,85"
600;40000;2542;" 21,22"
710;40000;2542;" 24,97"
820;40000;2542;" 28,85"
930;40000;2542;" 33,29"
1040;40000;2542;" 37,79"
1150;40000;2542;" 42,74"
1260;40000;2542;" 47,61"
1370;40000;2542;" 52,91"
1480;40000;2542;" 58,25"
1590;40000;2542;" 63,96"
1700;40000;2542;" 69,54"
1810;40000;2542;" 75,45"
1920;40000;2542;" 81,19"
2030;40000;2542;" 87,37"
2140;40000;2542;" 93,38"
2250;40000;2542;" 99,71"
2550;40000;2542;"100,00"
;;;
0;60000;3087;"  0,02"
110;60000;3087;"  8,65"
240;60000;3087;" 14,56"
350;60000;3087;" 16,67"
460;60000;3087;" 19,16"
570;60000;3087;" 21,64"
680;60000;3087;" 24,42"
790;60000;3087;" 27,55"
900;60000;3087;" 30,80"
1010;60000;3087;" 34,43"
1120;60000;3087;" 37,87"
1230;60000;3087;" 41,77"
1340;60000;3087;" 45,67"
1450;60000;3087;" 49,94"
1560;60000;3087;" 54,20"
1670;60000;3087;" 58,78"
1780;60000;3087;" 63,44"
1890;60000;3087;" 68,38"
2000;60000;3087;" 73,25"
2110;60000;3087;" 78,44"
2220;60000;3087;" 83,60"
2330;60000;3087;" 89,05"
2440;60000;3087;" 94,31"
3030;60000;3087;"100,00"
;;;
0;200;1456;"  0,00"
110;200;1456;"  7,37"
220;200;1456;" 15,17"
330;200;1456;" 23,31"
440;200;1456;" 31,12"
550;200;1456;" 39,28"
660;200;1456;" 47,11"
770;200;1456;" 55,18"
880;200;1456;" 62,79"
990;200;1456;" 70,83"
1100;200;1456;" 78,66"
1210;200;1456;" 87,38"
1320;200;1456;" 95,16"
;;;
40;20000;1996;"  2,60"
150;20000;1996;"  6,31"
260;20000;1996;"  9,48"
370;20000;1996;" 13,60"
480;20000;1996;" 17,94"
590;20000;1996;" 23,08"
700;20000;1996;" 28,46"
810;20000;1996;" 34,42"
920;20000;1996;" 40,35"
1030;20000;1996;" 46,68"
1140;20000;1996;" 53,00"
1250;20000;1996;" 59,40"
1360;20000;1996;" 66,16"
1470;20000;1996;" 72,32"
1580;20000;1996;" 79,22"
1690;20000;1996;" 86,06"
1800;20000;1996;" 93,25"
2030;20000;1996;"100,00"
;;;
50;40000;2542;"  4,30"
160;40000;2542;"  9,78"
270;40000;2542;" 12,25"
380;40000;2542;" 14,94"
490;40000;2542;" 18,14"
600;40000;2542;" 21,48"
710;40000;2542;" 25,31"
820;40000;2542;" 29,33"
930;40000;2542;" 33,79"
1040;40000;2542;" 38,11"
1150;40000;2542;" 42,93"
